Entry	EC number
P76464	
Q7AH91	1.2.1.8
P0AAY2	
P0AAY1	
P0A3B2	3.6.5.-
P0A3B3	3.6.5.-
Q8X607	2.7.11.5; 3.1.3.-
B1XC15	2.7.11.5; 3.1.3.-
P11071	2.7.11.5; 3.1.3.-
Q8X6C3	
P0ABD0	
P31119	2.3.1.40; 6.2.1.20
P28247	
P30847	2.7.13.3
Q8X9E5	
P67662	
P27297	
C1P605	
P0A6B4	5.1.1.1
P33224	1.3.99.-
Q8X4I9	5.1.1.1
P31456	
P0A955	4.1.3.16; 4.1.2.14
P22333	3.5.4.4
P28629	4.1.1.19
P58538	5.3.1.4
P62552	
P77624	
P40711	3.1.1.29
P0AB85	2.7.1.180
P18335	2.6.1.11; 2.6.1.17
Q8X742	3.5.1.16
B1XA53	
P22106	6.3.5.4
P26459	7.1.1.3
P0A9Q1	
P11446	1.2.1.38
P37309	
C4ZYF5	4.2.1.10
P0A6E3	2.7.1.71
B1X9W1	
P0A8S1	
B1XEX7	2.7.1.71
P0AAF8	7.4.2.-
P0A951	2.3.1.57
P0AE28	
Q8X968	
Q8XE58	7.6.2.5
P33931	7.6.2.5
P0A6D4	2.5.1.19
Q8X783	
P25549	3.1.6.-
P0ABQ0	4.1.1.36; 6.3.2.5
P68701	
C4ZZ09	
C4ZZ16	
P0AB98	
P36649	
P0A9H5	2.5.1.17
P76127	
P38036	3.1.-.-; 3.6.4.-
C4ZPW5	1.3.8.13
B1XBG3	2.8.3.21
C4ZPW3	6.2.1.48
P0ABJ0	7.1.1.3
P0AEA5	2.5.1.141
P20343	
C4ZZQ5	2.7.7.4
P0A9Q9	1.2.1.11
B1XFJ4	2.4.2.1
P77237	
P0A9R5	
P76299	
P11519	
P0A6S0	
P37147	
P29131	
P0AEP3	2.7.7.9
Q8X840	5.1.3.41
P45541	5.1.3.41
P58423	4.1.2.-
P0A9R7	
P0A9A2	
Q8X5H9	
P0AC47	1.3.5.4
P0A8Q2	
P0A8Q0	
P0A8Q3	
P37305	
Q8X7U9	
P0AC25	
P77733	
P28632	2.7.7.7
Q7ABA6	
Q93CC3	
P0DPC6	
P39346	1.1.1.264
P39208	2.7.1.12
P0A9P9	1.1.1.69
P39343	
P08142	2.2.1.6
P39344	
P0A6X9	
C4ZYH4	
B1XG19	
P0A6X7	
P0C055	
C4ZYW4	
B1X9B7	
P0C054	
Q8XC04	
P0A709	
C4ZYI0	
C4ZYW3	
B1X9B6	
P0A707	
P0C058	
C1P607	
C1P608	
C1P615	
C1P616	
C1P617	
P0A706	
C4ZSQ9	
B1XGY0	
P0A6Y3	
P0A705	
C4ZQ38	
B1X852	
P0A6Y1	
P69224	
P69222	
P16528	
P58720	
P45800	
P23481	1.-.-.-
P23482	1.-.-.-
P77858	1.-.-.-
P77416	1.-.-.-
P71229	
B1X9W5	
C4ZZ12	7.1.2.2
B1XFN4	3.6.1.-
P0ABJ3	
P0A6P7	
P0AEC9	2.7.13.3
C4ZYW9	4.2.1.6
P07862	6.3.2.4
P0AA76	
P0A6Q1	4.2.1.11
B1XBX4	
Q8X8B9	
P06971	
P13036	
P75942	3.2.1.-
P37902	
P0AAG4	7.4.2.1
C4ZZ69	2.5.1.61
P60595	4.3.2.10; 3.5.1.2
Q8X9Z8	2.3.3.13
P23871	4.99.1.1
P0ABR5	1.14.12.19
Q47140	1.14.12.19
P15038	3.6.4.12
Q8XB78	3.1.2.-; 3.5.1.-; 3.5.1.124
P75824	1.-.-.-
P43329	3.6.4.13
Q57160	1.14.14.9
P24232	1.14.12.17
P39377	3.4.19.-
P0AAM3	
P33129	
B1XCS2	4.6.1.12
P0ADG8	1.1.1.205
Q8XA13	
B1XAQ0	
P0AD81	
Q8X554	5.1.3.24
C4ZZY0	2.5.1.145
B1XDN4	2.5.1.145
P45424	
Q8X4W4	
C4ZSW4	
B1XHJ9	
P0A8W0	
Q8XDN4	
C5A1G1	
B1XDS1	
P23367	
P39370	3.1.1.-
Q8X9G8	
P0A6L5	4.1.3.3
C4ZSW2	
B1XHJ7	
C4ZSW3	4.1.3.3
B1XHJ8	4.1.3.3
P41036	
P0A6L4	4.1.3.3
P69857	
P69856	
P42615	
Q8X9G9	5.1.3.9
C4ZSW1	5.1.3.9
B1XHJ6	5.1.3.9
P0A761	5.1.3.9
P09152	1.7.5.1
C4ZWF4	3.5.99.6
B1X6L1	3.5.99.6
P11349	1.7.5.1
P0A759	3.5.99.6
P11350	1.7.5.1
P0AF27	
P0AF26	
P10903	
P0AF30	
P0AF28	
P31802	
P27896	2.7.13.3
P37758	
P0AF33	1.7.5.1
P0AF32	1.7.5.1
P19317	
P0AFA3	2.7.13.3
P0AFA2	2.7.13.3
P19318	1.7.5.1
P19319	1.7.5.1
P27278	2.7.7.1; 2.7.1.22
P0AF22	
P0AF20	
P0AF25	3.1.3.5
P0AF24	3.1.3.5
Q8X8E1	2.7.1.59
C4ZS59	2.7.1.59
B1XA29	2.7.1.59
P0AF19	3.5.1.25
P75959	2.7.1.59
P0AF18	3.5.1.25
P0A760	3.5.99.6
C4ZVW3	
B1X760	
P63020	
P0A3R8	
C4ZTN2	
B1XA78	
P76007	
P0A9G2	
P31806	4.2.1.136; 5.1.99.6
Q8X7N6	
Q8XBY2	
P0A6J9	6.3.2.4
P0AEB2	3.4.16.4; 3.5.2.6
P0AEF0	
P76014	2.7.1.121
C4ZT66	2.4.2.1
B1XF08	2.2.1.7
C4ZUJ5	
P0ACP5	
P13033	1.1.5.3
Q8XE13	1.1.5.3
P0AC55	
P0C0L9	
P0CF56	
P0CF58	
P0CF60	
P19769	
P0AES3	4.2.1.40
P0AES7	5.6.2.2
P36678	
P17115	5.3.1.13
Q47718	
C4ZRJ8	1.7.1.7
B1XC80	1.7.1.7
P75796	7.4.2.10
Q8XAW1	
P64578	3.1.-.-
P67701	
B1XDS3	
P0A6X5	
P77650	1.18.1.3
P76341	3.5.2.17
P0A6Z5	
P0A6H6	
P0A6H5	
P0AAN3	
P24193	4.2.1.-
P0AAC8	
B1XC35	
P0AD61	2.7.1.40
P0AD74	
P62524	
P07018	
Q8XB24	
P64512	
B1XBJ6	3.7.1.14
P63356	7.4.2.11
P0ABL0	1.7.2.2
P25665	2.1.1.14
B1XAJ3	2.1.1.14
C5A163	1.7.2.2
B1XCV6	1.7.2.2
P0ABK9	1.7.2.2
P37128	3.6.1.-
Q8XCQ2	3.6.1.-
C4ZZG9	3.6.1.-
B1XH80	3.6.1.-
P02921	
P18196	
P77364	2.7.1.31
P75798	
P06989	3.5.4.19; 3.6.1.31
P52062	
B1XB16	1.3.1.87
B1XB14	1.14.12.19
Q9S5G6	2.6.1.9
P26281	2.7.6.3
P0A6Y5	
P0ACG8	
P0A700	
P0AD59	
U3PVA8	
P0CF46	
P0CF47	
P03960	7.2.2.6
Q8X9J0	5.3.1.13
P76506	
P0A6I2	2.7.4.25
P0AB77	2.3.1.29
P0ABN1	2.7.1.107
P76268	
P10151	
B1XD51	2.4.1.182
Q8X9Z9	1.1.1.85
P0AF98	
P0A722	2.3.1.129
E2JKY7	
P0AB39	
P24205	2.3.1.243
P0AD83	
P0ACV0	2.3.1.241
B1XCR0	
P23909	
P11880	6.3.2.10
P60956	2.5.1.145
P0A764	2.7.4.6
C4ZX93	2.7.4.6
B1XAZ3	2.7.4.6
Q8XE68	
P77258	1.3.1.-
P77567	2.3.1.5; 2.3.1.118
P0A763	2.7.4.6
C4ZU31	
B1X884	
P33920	
P67430	
Q8XA63	
P13738	
Q8XC49	
C4ZXQ4	
P0ADL1	
P37330	2.3.3.9
Q8XAY6	
P76141	
P0ACE1	1.12.99.6
P07363	2.7.13.3
C4ZWA2	2.4.2.52
P0AE80	
B1X942	1.1.1.94
P0AEQ3	
P0AFU4	
P75849	3.1.2.6
P0CE57	
P0CE59	
P0AES0	3.5.1.78; 6.3.1.8
P0CE60	
P0CE61	
P0ACA7	2.5.1.18
Q46916	
Q8X5L9	3.2.1.4
P75680	
P32053	
Q8X6W1	7.4.2.10
P09372	
Q8X9F9	7.2.2.6
C4ZWH3	7.2.2.6
B1X6M8	7.2.2.6
Q8XA82	2.7.1.39
C4ZPT0	2.7.1.39
B1XBC8	2.7.1.39
P00547	2.7.1.39
P41442	
P68066	
C4ZYK2	
B1XBQ6	
B1X9Z3	3.6.1.40
Q8XAP3	2.5.1.61
P0AET2	
C4ZXB6	1.3.1.87
B1XB17	1.18.1.3
Q8XA73	1.14.12.19
P31658	3.1.2.-; 3.5.1.-; 3.5.1.124; 4.2.1.130
P75825	1.7.99.1
P67911	5.1.3.20
C5A098	
P08200	1.1.1.42
P0AEV5	
P0AAK6	
P0ADC6	
Q8X5K5	
C4ZZ96	6.3.1.5
B1XGK1	6.3.1.5
P75958	
P18843	6.3.1.5
P0ACV1	2.3.1.241
P76594	2.3.1.-
P28697	
P25744	
P0A817	2.5.1.6
B1X8X5	4.2.1.113
P0ABU0	4.1.3.36
P0A8U8	
B1X9W9	
Q46864	
B1XFC3	4.2.2.n1
B1X8L4	1.1.1.17
P40874	1.5.3.-
B1XGN8	1.8.4.12
P0AD67	3.4.16.4
P31801	
C5A1C9	
P69488	
Q8X7U2	1.8.1.2
Q7A964	
C4ZS19	
P45543	2.7.1.218
P0AC00	3.5.-.-
P45539	
B1XC24	5.3.1.9
P18956	3.4.19.13; 2.3.2.2
Q8X4R2	4.1.2.40
P0A997	
P0A996	
P58620	5.4.99.1
C4ZVX5	3.4.21.105
P63229	3.1.3.82
P63228	3.1.3.82
P77161	1.1.1.60
P32674	4.2.1.-
P0ACE8	3.9.1.-
Q8XBI4	1.3.3.3
P36553	1.3.3.3
P0AET5	
Q47153	
C4ZR49	
P0A6X1	1.2.1.70
Q8XB75	3.5.2.17
B1XB01	
C4ZZI6	3.4.24.-
Q7ABK6	1.14.12.17
P45753	
P04968	4.3.1.19
C4ZZQ1	2.7.7.60
P16431	
P75987	
B1X850	2.7.4.25
C5A077	
Q8XAT0	
P31554	
B1X7H0	
C4ZSG5	
A5A616	
C4ZYY4	3.6.-.-
P30749	2.8.1.12
C4ZZ19	
P76264	
B1X8A6	1.1.5.4
P0ACV7	3.4.17.-
P0AE88	
P77239	
P0ABI8	7.1.1.3
C4ZVU4	
P76015	2.7.1.121
P0ACT3	
P0A9W4	3.6.1.-
P0ABW9	
B1XB59	
Q8X7W7	
P0A6S3	
P0AC07	
P23876	
Q8X8J4	2.3.1.16
P39829	4.2.1.42
P0A9E7	
P0A7B8	3.4.25.2
Q8XBX1	6.3.2.2
P77213	6.3.2.2
P0A9S3	1.1.1.251
P65552	3.6.1.-
B1XD84	5.3.1.28
P0AER2	
P46846	
P27305	6.1.1.-
P0ACB2	4.2.1.24
P64579	3.1.-.-
P37024	3.6.4.13
P0A9M2	2.4.2.8
P0AD85	
B1XEH6	5.3.3.2
C5A0G1	5.3.3.2
P0AEW0	3.4.23.51
P25960	3.4.23.43; 2.1.1.-
C4ZRI6	6.3.2.8
P0ACV4	
P0A7C2	3.4.21.88
P05704	
Q8XB84	
P69212	
C4ZSG2	
P65383	4.1.99.22
P37773	6.3.2.45
P54746	3.2.1.-
P0A908	
P0A6G1	
P64469	
Q8X7U1	1.8.1.2
P27838	
Q8X826	
P11557	
P68648	
P0A6J4	
P0A6Z0	
Q8XBT6	1.1.1.346
Q47155	2.7.7.7
Q8X8X5	2.7.7.7
P23847	
P0AEG0	
C4ZUX7	1.5.1.5; 3.5.4.9
P0A6M6	3.1.1.96
P15042	6.5.1.2
C4ZTH7	2.2.1.7
P0C8J8	
Q8X9C6	3.2.2.-; 4.2.99.18
P0A8P3	
Q8XBW1	
C4ZXS6	5.4.2.11
P0A703	
P75767	
P24192	
P0AAM5	
P25666	
P0ADG7	1.1.1.205
P0CF49	
P0CF42	
P03835	
P0CF48	
P0CF80	
P0CF82	
P0CF83	
C4ZR48	2.5.1.75
Q8XDN0	
P21865	2.7.13.3
B1XC48	
C4ZUS8	2.7.4.3
B1XFR1	2.7.4.3
P69441	2.7.4.3
C4ZWH4	
P0A738	4.6.1.17
P76008	3.4.17.13
C5A136	3.4.21.88
P61318	
P03030	
P0ACD8	1.12.99.6
P69741	1.12.99.6
P61889	1.1.1.37
P46478	
P37652	
C4ZUW1	3.5.2.5
P26646	1.3.1.84
P0AE10	1.11.1.26
Q8X5T7	
P31468	
B1XF88	3.5.4.4
P0AB66	3.6.1.7
P31224	
P45956	3.1.-.-
P0AAW9	
P0ACS9	
P08204	2.7.1.16
P0AE25	
P08203	5.1.3.4
P0A6C7	2.3.1.1
C5A0C3	3.5.1.16
P23908	3.5.1.16
C5A0I6	
P64524	
Q8XE10	3.5.1.105
B1XB84	3.6.1.26
P0ABL8	
P0A6H8	2.7.8.-
P06710	2.7.7.7
P66901	4.3.1.15
P66899	4.3.1.15
P0AEG5	
P0AEG4	
P0A6M3	
P0A6M2	
P0A9B8	1.2.1.72
C5A0J7	1.2.1.72
B1XEL0	1.2.1.72
P0AC73	
P06846	
P0A9B6	1.2.1.72
P0AEG7	
P0AEG6	
P58162	1.8.1.8
P36655	1.8.1.8
P0ABQ4	1.5.1.3
P0AA90	2.7.7.65
P0AA89	2.7.7.65
P36943	
Q8X7Z8	
P43261	
P76334	
P0ABT7	1.3.1.-
P0ABT5	1.3.1.-
Q8XEC6	1.3.1.-
P33371	1.3.1.-
P0AGE7	1.6.5.2; 1.6.-.-
P0AGE6	1.6.5.2; 1.6.-.-
P76254	1.14.13.239
P0A6G7	3.4.21.92
Q8XE76	2.2.1.7
P28307	
P52107	
C4ZTG1	3.1.4.14
P77357	3.5.1.-
C5A0H2	3.5.1.135
P67603	3.5.1.135
Q8XAD2	3.4.-.-
P0A903	
B1XET7	1.2.1.8
P0AB33	
P17445	1.2.1.8
P0AEC7	2.7.13.3
P0AEC5	2.7.13.3
C5A0V3	2.7.11.5; 3.1.3.-
P76518	2.8.3.19
Q8X823	2.3.1.47
B1XET8	
P17446	
P0ABC9	
Q8X6J8	2.3.1.40; 6.2.1.20
B1XG16	7.6.2.8
P0AE56	
P00350	1.1.1.44
P76491	3.1.3.89
Q8X5U4	2.7.8.7
P37623	2.7.8.7
P77580	1.2.1.10
P0AC28	6.3.3.2
C4ZSX9	
P00509	2.6.1.1
Q8X5L7	2.4.1.12
P24181	
P11988	3.2.1.86
P37657	
P0DP92	
P00722	3.2.1.23
P11989	
B1X9U9	
P26218	
P63486	4.3.2.3
P77671	3.5.2.5
P75713	3.5.3.26
P0ACR0	
P0ACN4	
P31440	
Q8XBL4	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
C4ZQC8	
P06961	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
P64552	
P64550	
P36548	3.5.1.28
C4ZY85	3.5.4.4
P39180	
P06720	3.2.1.22
P24180	
P50466	
P23872	3.1.1.-
Q8XA35	4.2.1.149
P58363	2.7.13.3
Q46807	
P11667	
P12008	4.2.3.5
Q8XCG0	3.1.3.-
P0A9H9	3.1.3.-
P0AD71	3.4.-.-
P0AD70	3.4.-.-
P0AB94	
P63624	6.3.1.1
P00963	6.3.1.1
P0CF87	1.20.4.1
Q8XDZ2	3.5.1.n3
B1X8X0	2.4.2.43
P76473	2.4.2.43
B1X848	2.5.1.19
Q8X824	4.2.3.4
Q8X5W4	2.5.1.54
C4ZQF5	2.5.1.-
C4ZTU1	2.7.8.-
C4ZUD6	1.1.1.25
Q8XDG3	2.1.1.-
B1X9W4	
P0AEA4	
P0AE85	
P0A9F3	
B1XFL6	2.5.1.141
P0A6D1	
C5A0Q9	4.3.2.1
C4ZUS3	2.4.2.7
P0AAF6	7.4.2.-
P0A952	2.3.1.57
P0A9J9	5.4.99.5; 4.2.1.51
P0A9J8	5.4.99.5; 4.2.1.51
P0ABI1	
P0ABH9	
Q8XCH6	2.1.3.-
C4ZQF4	2.1.3.-
B1XHD8	2.1.3.-
P76290	2.1.3.-
P63285	
P63284	
P77395	
P17315	
P0A6I7	2.7.7.3
C4ZXM6	2.7.7.3
B1X968	2.7.7.3
P0A6I6	2.7.7.3
P0A8Q8	
C4ZY53	
B1X822	
P0A8Q6	
P0ABH7	2.3.3.16
P0A6H3	
C4ZTJ5	
B1XFM6	
P0A6H1	
P75726	4.1.3.6; 2.8.3.10
P0AE75	
P0AE74	
P0A6G6	2.7.7.61
C4ZWA3	2.7.7.61
P0A6G5	2.7.7.61
C4ZU91	
B1X8W2	
P77808	
P58244	
P33647	3.1.-.-
C4ZRP8	
B1XD25	
P37019	
P08365	
P0ABA4	
P56262	3.1.1.45
P0AEB4	3.4.16.4
Q8XBZ3	
B1X9W2	7.1.2.2
P75952	
P52106	
P08401	2.7.13.3
P0AD02	
Q8X7X7	2.7.7.4
P08506	3.4.16.4
P16703	2.5.1.47
B1X9L4	4.2.1.17; 5.1.2.3; 1.1.1.35
P0AEG8	
Q8XCT6	1.5.1.5; 3.5.4.9
P0AAG1	7.4.2.9
P0AAG0	7.4.2.9
P0A9F8	
P0A9F6	
P0A9I3	
Q7DBF3	2.6.1.102
P75885	
P75884	
P75883	
P75882	
P0A933	
P0A932	
P0AF62	3.1.-.-
P0AF61	3.1.-.-
P64648	
P0A6V3	2.7.7.27
P64646	
C4ZVY0	2.7.7.27
B1X775	2.7.7.27
Q8X9K1	1.1.1.79; 1.1.1.81
C4ZRX4	1.1.1.79; 1.1.1.81
B1X9E7	1.1.1.79; 1.1.1.81
P0A6V1	2.7.7.27
P75913	1.1.1.79; 1.1.1.81
Q8XDQ5	
P69937	
P58220	1.1.1.79; 1.1.1.81
C4ZXE2	1.1.1.79; 1.1.1.81
B1X8G8	1.1.1.79; 1.1.1.81
P37666	1.1.1.79; 1.1.1.81; 1.1.1.215
P0AEP8	4.1.1.47
P0AEP7	4.1.1.47
Q46839	
P0ACL5	
P0AEP9	1.1.99.14
Q8XD32	2.1.2.10
P52073	1.1.99.14
C5A0H7	2.1.2.10
P27248	2.1.2.10
P52074	1.1.99.14
P0AEQ1	
P76041	2.4.1.352
Q8X6X6	2.4.1.18
P07762	2.4.1.18
P0A9S5	1.1.1.6
P0AF53	
P0AF52	
Q46817	
P37747	5.4.99.9
Q8X954	1.14.11.64
C4ZYR1	1.14.11.64
B1XBW5	1.14.11.64
P0A6V9	2.7.1.2
P76621	1.14.11.64
P64244	
C4ZVS5	2.7.1.2
B1X9R0	2.7.1.2
C4ZQW6	
B1XG54	
P0A6V8	2.7.1.2
P26649	
P0A6T7	3.5.4.16
C4ZU03	3.5.4.16
B1X7P1	3.5.4.16
P37338	
P0A6V0	2.4.1.21
P0A6T5	3.5.4.16
C4ZVX9	2.4.1.21
B1X774	2.4.1.21
Q8X6X8	3.2.1.196
P0A6U8	2.4.1.21
C4ZVY1	3.2.1.196
B1X776	3.2.1.196
P15067	3.2.1.196
P0A6U0	
C5A0H6	
B1XEJ1	
P0A6T9	
Q8X651	
Q8X9D3	
P21515	3.1.4.14
P77744	
P09053	2.6.1.66
P76459	2.8.3.8
P76461	2.3.1.9
Q06067	2.7.13.3
Q8X716	3.1.1.85
C4ZUR7	3.1.1.85
B1X758	3.1.1.85
P66948	3.4.-.-
Q8X6C6	1.1.99.1; 1.2.1.8
P0A9G6	4.1.3.1
P30871	3.6.1.25
P0A9Q6	2.1.3.15
B1X927	2.1.3.15
P76578	
P36683	4.2.1.3; 4.2.1.99
P0CK95	
P52697	3.1.1.31
B1X797	3.1.1.31
P67664	
Q46829	3.2.1.86
P77731	4.3.2.3
B1X998	3.5.4.2
B1XGB0	3.5.2.5
P25553	1.2.1.22; 1.2.1.21
P77330	
C4ZU94	3.1.3.-
P45565	3.1.3.-
Q8X5V2	5.1.1.1
P0A991	4.1.2.13
P39451	1.1.1.1
C4ZRD1	3.4.11.1; 3.4.11.10
Q8XAC2	3.5.99.-
B1XFR3	3.1.1.-
C4ZZ13	
P0AE52	1.11.1.24
P0A984	
P75980	
P13959	
Q8XCP2	4.2.1.17; 5.1.2.3; 1.1.1.35
P0ABS6	2.7.7.101
P77399	4.2.1.17; 5.1.2.3; 1.1.1.35
P09147	5.1.3.2
Q8X5V3	3.6.4.12
P0ABS3	
C4ZZQ2	
P0ABS1	
P09148	2.7.7.12
P0A6S5	
P0AC21	5.1.99.7
P0AC19	5.1.99.7
B1XGW1	
Q8X7X9	3.6.4.12
P64148	3.2.2.23; 4.2.99.18
P0AEF6	
P0A990	
P06968	3.6.1.23
P05100	3.2.2.20
P08660	2.7.2.4
B1X8V5	
B1XG61	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
P0A959	2.6.1.2
P0A9Q7	1.1.1.1; 1.2.1.10
P0AE12	3.2.2.4
P06134	2.1.1.n11; 2.1.1.63
P46883	1.4.3.21
P31469	
P75681	
P0AAX1	
P24177	
P19926	3.1.3.10
P51981	5.1.1.20
C4ZS34	
B1XA04	
P77570	2.7.1.170
P0AAF5	7.5.2.12
P75993	
P0ACI8	
P26458	7.1.1.3
C4ZSX5	
P11447	4.3.2.1
Q8XD48	2.4.2.7
P69681	
P25718	3.2.1.1
Q8XDY7	
P15993	
C4ZUP4	4.2.3.4
C4ZY59	
Q8X8F9	1.1.1.25
Q8X794	
B1XF57	
B1X9W3	
P75990	
P32144	
P0ABD8	
P39404	
B1XCM4	
P0ABE2	
P21169	4.1.1.17
C4ZRQ8	2.3.1.117
B1XD35	2.3.1.117
P0A9D8	2.3.1.117
P24169	4.1.1.17
Q8XBZ8	
P61517	4.2.1.1
Q46925	2.8.1.7; 3.13.1.-; 4.4.1.16
B1X6S9	2.4.2.21
Q8XD24	7.2.2.8
P16676	7.3.2.3
P17854	1.8.4.8
C4ZZR6	1.8.4.8
B1XDH5	1.8.4.8
P0A9Y1	
P0A9X9	
P13518	
C4ZZ71	
P24216	
B1X691	
P0A8T5	
P0ABX4	
P0ABX2	
P75936	
P77609	
P75937	
C5A063	
P0A6R3	
P0AFR2	
P0AFR3	
P0ACF0	
B1X9C1	4.2.1.6
P18777	
C4ZRQ3	3.1.5.1
P69854	
P0A6P5	
Q8XD09	
Q8XA87	3.6.4.13
P0AEE0	2.1.1.37
P0AED9	2.1.1.37
P63265	
C4ZQC7	
B1X8V4	
Q8X8Y7	2.3.1.117
P0ACJ5	
P0ABP4	
B1XBG2	6.2.1.48
C4ZYX9	
P46891	3.6.1.-
P27111	
Q8XEH9	
C4ZQF8	
Q8X4M5	
P0AD00	
P69902	2.8.3.16
P04036	1.17.1.8
C4ZPV7	1.17.1.8
P76128	
P63902	3.5.4.13
B1X701	3.5.4.13
P77268	
P0AEM2	5.2.1.8
P0AEM0	5.2.1.8
P76316	4.4.1.15
P0AC06	
P0A6K5	3.5.1.88
P0AD01	
P0A6S6	
B1XCS4	
C4ZSP0	
P27296	3.6.4.12
P0ABR1	
Q47150	
P77202	
P0AA87	
Q8X7Q1	2.7.7.7
P77510	2.7.13.3
C4ZQM6	
P77304	
P0A6M4	3.1.1.96
P0AEH3	
Q8X5E4	
P0A9C7	6.3.1.2
P0A9C5	6.3.1.2
Q8X6I1	
B1XE36	
C4ZT77	5.4.2.-
B1XFK5	5.4.2.-
P09394	3.1.4.46
P0A7A2	5.4.2.-
P0ACL0	
Q8X987	5.4.99.1
P08194	
P21437	3.1.3.11
P0A9C9	3.1.3.11
B1XD26	
P76556	2.7.2.1
B1XB40	
P0DSF9	
P0ADQ2	2.3.1.-
P0ABU8	
B1XAY4	3.1.11.6
B1XEL4	3.1.3.11
P24182	6.3.4.14; 6.4.1.2
P77674	1.2.1.19; 1.2.1.-
P0ABD6	2.1.3.15
B1XEZ2	3.1.4.14
P0ABB8	7.2.2.14
P67604	3.5.1.135
B1XEI7	3.5.1.135
C4ZYI6	2.7.8.7
P39333	
C4ZTB5	1.2.1.10
C4ZSX8	
C4ZSY0	
P31466	
P75712	
P27250	1.1.1.2
P77256	1.1.1.-
B1XCV3	
P36659	
P63883	3.5.1.28
P68767	3.4.11.1; 3.4.11.10
B1XEN9	3.4.11.1; 3.4.11.10
P68768	3.4.11.1; 3.4.11.10
P0AB65	3.6.1.7
P83843	3.6.1.13
Q93K97	3.6.1.13
P42907	3.5.99.-
Q8X5T5	6.2.1.1
P27550	6.2.1.1
P0AAE5	
P39206	
P60844	
P0A6D0	
P05637	3.6.1.41
B1XC50	3.6.1.41
Q8XD10	
P75734	
P0AB96	1.20.4.1
Q47377	
B1X8X2	
C4ZTE7	2.7.1.71
P07639	4.2.3.4
P00888	2.5.1.54
B1XHD9	2.5.1.-
P24240	3.2.1.86
Q8XDS0	4.3.1.1
P0AC38	4.3.1.1
C4ZY54	
P0ABC0	
P0ACJ8	
P0A6B0	
P31551	4.2.1.149
Q8XA36	
P08202	5.3.1.4
P36675	
P62674	
B1XHL0	
C4ZPX5	3.6.1.41
Q8X732	1.2.1.38
P0AE97	
Q8XBY1	
P0ADB6	
P0ADB4	
P0ADB9	
P0ADB7	
P0ADF7	4.2.1.12
P0ADF6	4.2.1.12
C4ZU52	
B1X8A5	
P23827	
P27303	
P0AEJ1	
P0AEJ0	
P31442	
P23895	
P52600	
P0AAA4	
B1XE35	
P0AAA3	
P0A970	
Q8X6I2	
P0A968	
B1XE34	
P0A976	
Q8XAS4	1.11.1.-
P31545	1.11.1.-
Q8XAS6	
P0AB24	
Q8XAS8	
P75901	
P77445	1.2.1.10
P76553	1.1.1.1
P77277	
P76540	
P76541	
P0A9G4	
P23886	
C5A0T8	4.1.1.37
Q8X6X5	4.1.1.37
P58209	1.17.1.8
P0AEE1	
P75938	
C4ZZ73	5.1.1.7
P25798	
P0ABN7	
B1X677	4.4.1.15
P0AC05	
P0ACF6	
P29744	
P31459	2.7.1.58
P69911	4.1.1.15
P0ABP9	2.4.2.1
Q8X7Z7	1.1.1.346
P30863	1.1.1.346
C4ZXY4	1.16.-.-
C4ZXM7	3.2.2.23; 4.2.99.18
P0AEF8	
B1X974	3.6.1.23
P31125	
P75742	
B1XA82	6.5.1.2
B1X6J0	
P0A6N0	
P0AEH5	
P0A6P0	
B1X9J2	
P0AEL0	
Q8XE96	3.1.4.14
P0AB72	4.1.2.13
Q8XAJ0	
P58408	1.1.1.350
P0ACN6	
P35340	1.8.1.-
P33997	
Q8X661	3.5.4.4
P0AE06	
Q8X644	2.7.1.170
P37306	2.7.2.2
P62672	
C4ZZ11	
C4ZZ89	3.5.1.105
P69490	
P31680	
Q8XB92	2.7.7.65
P76330	2.7.7.65
P0AA85	2.7.8.-
P36561	2.7.8.26
Q8X691	
B1XAH6	5.1.1.7
P0ABX8	
C4ZX46	3.5.1.18
P0AED7	3.5.1.18
Q8XBC7	4.4.1.15
C4ZUR5	
P0A6J3	
Q8XCG6	3.1.3.7
P22255	3.1.3.7
P0AB02	
B1X6P5	3.2.2.-; 4.2.99.18
B1X857	3.1.21.2
Q7DJ60	
Q8X8H0	
P0ACZ4	
P30855	2.7.13.3
P04994	3.1.11.6
Q8XCF0	3.1.3.11
P37661	2.7.8.42
